en_text,labels
should look up a schedule for the free tour around the palace that they provided so you can get a better grasp about the historical of the palace.,all-1 amn-1 ch-1
The two restaurants in the citadel suggested by lonely planet have some of the worst reviews I have ever seen on TripAdvisor,all-2 amn-2
This palace is designated as a world heritage cultural site for good reason.,all-1
"I was very eager to see this, as I love this kind of architecture and history!!",all-1 ch-1
I was lucky enough to watch changing of Royal Guards ceremony.,all-1 ch-1
"It is touted in many guides as the must-do palace to visit in Korea, but we found the place lacks atmosphere, and looks like a large empty film set.",all-2 ch-2
The sad part is that this historical building is very poorly maintained.,all-2 mgt-2 ch-2
"According to our guide, at the side of the Citadel, there are good food around the area too :)

We bought a combo ticket which costs 360k vnd.",all-1 amn-1
"per person for a 15 minute drive; finally paid total VND 70.000 which still was above 'real ' price but worth to experience the interesting bargaining tactics of the cyclo driver, not an agressive guy though; took it with a smile...",all-3 amn-2 ppl-1
After a long coach trip of 3.5 hrs we stopped for lunch and then headed off to The Citadel in the baking afternoon heat - at this point I really didn't have my culture vulture head on my shoulders and didn't really feel like walking around in the heat and was trying to rustle up some enthusiasm for this tour and gave it a go.,all-2 nat-2
"if you have visited Beijing and toured even the palaces of the princes, then you can skip this.",all-2
"There are a few cafes inside which are a bit pricey, and stands where you can buy water.",all-3 amn-3
"You pay 150k to get in, most of the place is just rubble due to wars.",all-2 amn-2 ch-2
"So, if you really have to go there, bring your own water as it is really hot and try to avoid the staff.",all-2 amn-2 nat-2 ppl-2
We were offered a taxi ride to the marina and then a boat ride to a pagoda / monastery and then dropped at the imperial city arranged by our hotel for $20 US.,all-0
its an amazing place and our local guide was more than helpful in explaining all aspects of this great place.,all-1 amn-1 ppl-1
We were fortunate to visit the citadel in warm sunshine.,all-1 nat-1
"So fabulous <3 I love Hue, i love Vietnam, my amazing country",all-1
I really enjoyed Changdeokgung - it didn't feel as crowded as Gyeongbokgung and the Secret Garden Tour was such a treat!,all-1 amn-1 nat-1
The term garden is misleading -- this looks nothing like Chinese gardens.,all-0
"Loads of empty rooms, some old photographs and that's about it.",all-2 ch-2
I was there with a Korean friend who explained the history and how the Korean's lived.,all-0
Bring a hat and water as it can get very hot.,all-2 nat-2
"This place was the main reason for our stay in Hue and it did not disappoint....The palaces, pagodas, temples and gardens are just wonderful pieces of architecture and with all the historical information as well....half a day is a minimum...highly recommend",all-1 ch-1 nat-1
Really bad service and expensive.,all-2 amn-2
Uphill and downhill slopes and steps can be challenging as tour guide walked speedily.,all-2
"It's really too hot to walk around entire complex, esp the vast areas of grass with no shade.",all-2 nat-2 mgt-2
Spending the early morning hours in the Hue Imperial City was my favourite experience in Hue so far!,all-1
The bombing was clearly a travesty and perhaps part of a strategy to lower morale of the Hue population.,all-3 ch-2 ppl-1
"Walkways are falling apart, gardens are overgrown and full of weeds, and yet they are re-building a main structure.",all-3 ch-2 nat-2 mgt-3
"It is sad that this attraction was significantly damaged during the war, and restoration work is now underway.",all-3 ch-2 mgt-1
The Opera house performance was amazing.,all-1 amn-1
Spent a few hours inside the grounds and so much history to take in and appreciate...a very peaceful and expansive experience..a must see destination if heading to Vietnam,all-1 ch-1 
The palace tour started promptly and the guide was certainly not hanging around.,all-1 amn-1 ppl-1
We had a great time exploring here and would go back again!,all-1
The grass is nearly half a metre tall in some parts!,all-2 mgt-2 nat-2
The citadel is amazing and very impressive.,all-1
"But the 5 stars especially is because the helpful ticket clerk, instead of just selling me the secret garden and admission for I think 8000W, she checked if I was visiting other palaces, when I said yes, she highly recommended I buy the combined ticket and even asked me to have a good read of the info available before buying.",all-1 amn-1 ppl-1
I got to see the sunset as well which was gorgeous!,all-1 nat-1
"Plenty of lovely pagodas to wonder through, marvelous gardens and lots of photos and information along the way.",all-1 ch-1 nat-1 mgt-1
"The palace was also very big, but wished there could be more things to see inside the palace.",all-3
"The Changdeokgung Palace, set up later, became the favourite residence of later Joseon Dynasty Kings, and is a UNESCO World Heritage Site.",all-1 ch-1
We had a great afternoon strolling through the citadel.,all-1
They have a cafe that is over priced on the grounds.,all-2 amn-2
"Had to go and after hearing stories of other semi-elderly tourists and their fatigue and signage issues we hired a private guide to put a tour together including a boat trip to the Thien Pagoda, taxi to a lunch spot and then the Citadel.",all-3 mgt-2
"A major difference between the Gyeongbukgung and Changdeokgung palace grounds are that while the former is laid out on centre axis, Changdeokgung is built around the typography of the land, which provides a more natural and harmonious feel to the various buildings and structures you can browse here.",all-1 ch-1
We have been seeing that symbol as decoration in many hotels and cafes but truly understood it when Thu explained to us in front of the Supreme Harmony Hall.,all-1 ppl-1
It is unfortunate that much of the original citadel has been so damaged by war.,all-2 ch-2
I would like to go back in the spring to see all the water features!,all-1 nat-1
vietnam has the worse UNESCO sites i've ever visited.,all-2 ch-2
"Bear in mind that a large part of it got destroyed by Uncle Sam in the name of freedom, or something, so you're not looking at the equivalent of the Beijing Forbidden City.",all-2 ch-2
"The grounds are also just fascinating to walk through, even if it's just grass, and imagine the history they have witnessed.",all-1 ch-1 nat-1
We very much enjoyed our visit to Changdeokgung Palace but more so our guided Secret Garden tour.,all-1 amn-1 nat-1
"The restored buildings are beautiful, and you can go inside most of them (cool off!)",all-1 ch-1 mgt-1
"TICKETS - buy a group ticket for all 5 temples for 10,000 won instead of separate to save money

Beautiful Temple, very similar to Gyeonbokgung and Changgyeonggung - if you are interested in Temples then its a must see, if you are all templed out and dont have time then skip this and see the main Temple (Gyeonbokgung) its much more touristy - they also have changing of the guards here which is pretty cool to see",all-1 amn-1 ch-1
"As we walked further into the grounds we saw two elephants and horses, we headed over for a closer look but then came to realise to our horror that the elephants were chained by their leg to post.",all-2 mgt-2
Especially disappointing that the girl at the reception of the Citadel played her part in that as well.,all-2 amn-2 ppl-2
It was just pure nasty.,all-2
We found it to be a fascinating place and well worth a visit.,all-1
Our experience on the way to Citadel left a really bad taste.,all-2
"Continuing on the tour, we drove over to a section of the Ho Chi Minh trails which showed just how resourceful the Vietnamese were in constructing a two-lane tarmac highway complete with nearby Road Bridge and Khe Sanh Combat Base which was the site of a controversial siege during one of the bloodiest battles of the war.",all-3 mgt-1 ch-2
"Strangely this was a great experience, the rain stopped shortly after we arrived and it was very pretty with the water around.",all-1
Great glimpse into the imperial court life.,all-1 ch-1
"The temples, gardens and the history is really exciting.",all-1 ch-1 nat-1
The Forbidden City was built in 1802 where the emperors lived until 1945.,all-1 ch-1
We used around 4-5 hours including lunch.,all-0
"The grounds were dirty and overgrown, the buildings were poorly maintained and unremarkable.",all-2 mgt-2 ch-2 nat-2
"It is recommended to hire a guide, without a guide or buy a guidebook you will not understand much about the importance of the Imperial Citadel!",all-1 amn-1
"Inside the citadel is the Imperial City, with a perimeter wall some 2.5 kilometers in length.",all-0
I don't feel impressive at all.,all-2
"the entrance to this fort is impressive, the details and boards are clear with explanations and history, the service is good and the koi fish are a nice touch.",all-1 ch-1 mgt-1 nat-1
This is an amazing place to visit.,all-1
"However, disgusting toilets in female WC.",all-2 mgt-2
"Visited 2 major palaces of the Korean kings, this one and Gyeongbokgung.",all-0
"Beautiful hanging orchid gardens, lakes full of Koi carp which you can feed food pellets.",all-1 amn-1 nat-1
We took cyclo taxis to this impressive fortress and enjoyed the ride around some of the perimeter before entering the Citadel.,all-1 amn-1
The most disappointing thing is that the whole place is in a state of disrepair.,all-2 mgt-2
There are a few little shops inside but no real food that we noticed.,all-2 amn-2
Be warned that water within the citadel is extortionate!,all-2 amn-2
Too many people trying to take pictures while you try to admire the structures.,all-3 ppl-2 ch-1
Our driver came in the late afrernoon and we drove to Hoi An.,all-0
- Very dirty with trash laying around.,all-2 mgt-2
"We finished the day with a beautiful and tasty lunch at a local family restaurant with views of the rice fields and enjoyed fig and peanut salad, egg pancake stuffed with tofu and vegetables, spring rolls, soup and spiced tofu washed down with a local beer...beautiful, fresh and extremely tasty 😋 The hospitality and beauty of the local people is abundant.",all-1 amn-1
"This place is amazing, there is so much to see.",all-1
"Many of the few remaining buildings are overgrown with grass, there are no proper walkways to reach the forbidden city and after 3 days of rain the whole site was so muddy that we ended covered up in dirt.",all-2 ch-2 nat-2 mgt-2
The buildings are poorly maintained and oftentimes just ruins.,all-2 mgt-2 ch-2
Don't miss Cyclo of vietnam to tour around street of palace.,all-1 amn-1
"Unfortunately it was a rainy miserable day, so we felt we did not see it to its full potential.",all-2 nat-2
Sadly many parts are ruin from wars.,all-2 ch-2
The Citadel suffered serious damages during the Vietnam war.,all-2 ch-2
"(3) Uiduhap Pavilion - built by Crown Prince Hyomyeong as a place of study, reading, and reflection
(4) Bullomun Gate – ""gate of eternal youth"" as inscribed by 3 Chinese characters; walking through this stone gate to Aeryeonji Pond was supposed to bring blessings of good health and long life
(5) Aeryeonji (“love of lotus”) Pond - pond with Aeryeonjeong Pavilion that was constructed in 1692 during the reign of King Sukjong
(6) Yeongyeongdang Complex – this area stood out for its different architecture that conveyed informality.",all-1 ch-1
Very interesteing,all-1
Unfortunately this performance is not well advertised (the Citadel staff couldn't tell us anything about it - I just knew from previous visits).,all-2 amn-2 ppl-2
The Palace's design was modelled on China's Forbidden City in Beijing when Vietnam used to be closely related to China.,all-0
It was an amazing place and worth while we would highly recommend this place to anyone visiting Hue to learn about their culture and history,all-1 ch-1
Then the 9 urns at Mien temple.,all-0
Landscape and scenery are nothing special there.,all-2 nat-2
Children are free which makes a very nice change,all-1 amn-1
"Our tour guide gave us free reign to walk around the city ourselves, and I would definitely suggest having a guide for explanation and interpretation.",all-1 amn-1 ppl-1
"But reserve more time for it - I did a quick run-through.. :(

Try to take the subway there, better than the crazy traffic, and also, try to take the subway back, though it may be a little difficult to locate.",all-3 mgt-3
I had a great time!!,all-1
It is nice to visit via tour as there are less people making the experience more relaxed and it’s easier to take photos with no one in them.,all-1 amn-1
"Korean palaces are interesting and quite unique, but, for me, a little goes quite a long way.",all-3
"Does get very hot and parts wide in the open so dress appropriately, bring water and put sunscreen on.",all-2 nat-2
We took a taxi from our hotel and took the English language tour (taxis are a bargain in Seoul).,all-1 amn-1
This Joseon Dinasty palace was one of the highlights of our trip to Seoul.,all-1
WE meandered around the citadel for about two hours.,all-0
Prior to the Battle of Hue there were 160 buildings however after the battle on 10 major sites remain.,all-2 ch-2
"There's also a small shop, and a costume photo service.",all-1 amn-1
"Loved every corner of it, and I strongly recommend reserving half day to walk around it.",all-1
The ticketcounter is staffed by unmotivated and quite rude people.,all-2 amn-2 ppl-2
"There was a large grassy area where you can pay for an elephant ride and get ripped off for snacks and drinks, then several building ruins with no real signposts and information about what you were seeing.",all-3 amn-3 ch-2 mgt-2 nat-1
"As it was the last free day I had in Seoul I joined the Korean tour, which was the second best option.",all-0
"The Citadel is about 5 square kilometrs region surrounded by triple walls, inside there are numerous old buildings belonging to former Emperors.",all-1 ch-1
"But apart from that it was absolutely fantastic, a great day in Hue.",all-1
The entry ticket can be combined with ticket for Khai Ding Tomb and Minh Mang Tomb.,all-0
"If I had one palace to go to ,this would be it,but I would take the garden over the palace itself if the time was limited.",all-1 nat-1
Hue is a wonderful place to spend a few days.,all-1
Go to the secret garden during the fall.,all-0
"It's so peaceful to walk around this massive complex admiring the architecture, engaging with the history, and enjoying the sounds of nature.",all-1 ch-1 nat-1
"Very relaxing, interesting place most especially if you're familiar with korean series ( traditional korean series theme).",all-1 ch-1
"As the palace was fired and damaged and rebuilt, a few touch wasn't done properly (you would see the cement between roof tiles) but it's generally kept well.",all-3 ch-2 mgt-3
This is an amazing place and absolutely huge once you start wandering around.,all-1
"vi: The highlight is the secret garden, where a limited number of tickets are sold every day.",all-1 nat-1
I just hope there were free maps and better directional signs in English.,all-2 amn-2 mgt-2
"A musician played a traditional Korean gayageum, and we got to sit and listen for about 10 minutes.",all-0
The place is so amazing to visit.,all-1
It was more sad than anything to see such a historic place not well taken care of.,all-3 ch-1 mgt-2
"Beautiful, one of my favorite places in Vietnam!",all-1
The american war destroyed lots where; you can imagine here and there a building that didn't made it.,all-2 ch-2
"There are some nice portals and a couple of interesting buildings, but it breaks anyone's heart to see them spending the money to renew the tennis court, ie, to build a brand new tennis court inside the complex for the use of a few well connected people, whilst other really historic buildings are decaying.",all-3 ch-3 mgt-2
A well preserved palace in the heart of Seoul.,all-1 mgt-1
perfect for photo taking and a pond of water lily~,all-1 nat-1
I underestimated the size of this palace but there is such a lot to see!,all-3
It was a bit sad to think how much was lost during the wars.,all-2 ch-2
The history is amazing and is gifted with very beautiful architecture!,all-1 ch-1
The signage is very poor.,all-2 mgt-2
Even in our ponchos it was all a bit miserable.,all-2 nat-2
However lunch time sees less tourist. Many interesting places for photography too.,all-1
"I was more impressed with the Secret Garden tour, and would rate that separately, if I can.",all-1 nat-1
Quite sad that most of the monuments has been destroied during the Vietnamese war.,all-2 ch-2
Brought home extent of devastation caused by indiscriminate and totally reckless USA bombing during the war.,all-2 ch-2
"This now being a world heritage site they really do need to get on with the restoration as parts are looking very worn and drab, which is a shame for such beautiful buildings.",all-3 ch-3 mgt-2
"Also annoying is the fact you cannot exit at the same place as the entrance, so it's a 15 minute walk around the outside.",all-2 mgt-2
Bad experience as did not bring to the areas I wanted to see and only outside the old city.,all-2
"Amazing and interesting but goes on and on, nice bizarre tennis court in the middle of the ruins lovely gardens towards the back",all-3 ch-3 nat-1
Unfortunately there has been a huge amount of destruction due to the war and few (10%) of the buildings remain.,all-2 ch-2
The walk from our hotel was invigorating and REALLY interesting.,all-1
"A lot has been destroyed, watch the video to see how they are going to rebuild this Imperial City.",all-3 amn-1 mgt-1 ch-2
Teeny café near the 'gardens'.An absolute 'MUST See' in Hue.,all-1 amn-1
"With two experienced tour guides (for general tour and secret garden), we had a great time to walk into the ancient Korea.",all-1 amn-1 ppl-1 ch-1
The elephant ride was the highlight for my kids!,all-1 amn-1
"The citadel is not in great shape, as are many sites in Hue :-/
A max of 45 min's would have done it.",all-2 mgt-2
"It's well worth a visit but please ensure you come with water because it involves lots of open air walking, also eat prior to arriving as you are extremely limited for food options inside the walls.",all-3 amn-2
"You will find places to have a bite to eat or maybe a cold beverage, and wandering the additional overgrown areas actually provides you with a much better taste of this considerable sight.",all-1 amn-1 nat-1
"If you aren't able to get that, there are good english explanations around.",all-1 mgt-1
The tour service we used was Saigon Tour which had exceptional service.,all-1 amn-1
It's really sad... and it also means that there isn't actually a HUGE amount to see...,all-2
I love Hue city so much!,all-1
The few buildings that have been restored look nice but there is scaffolding everywhere so it really ruins the aesthetic appeal.,all-3 mgt-3 ch-1
Took a horse and buggy.,all-1 amn-1
"This can be particularly tiring in the heat of the day, shade opportunities are few and far between but there are a few cafes dotted around the area within the walls.",all-3 amn-1 nat-2
Foods are phenomenal.,all-1 amn-1
The traffic… We’re always impressed by the local traffic wherever we go abroad and had the impression that the traffic here was way less busy than that in Hanoi which was amazing.,all-1 mgt-1
"I'm not sure, but the experience could of been greatly enhanced if the buildings actually have things in it for people to get a glimpse of life of ancient Korean royalty.",all-2 ch-2
"The guide will explain the hierarchy of the mandarin, how religion influenced the royal family and the Feng Shui design.",all-1 amn-1 ch-1
There’s a few stalls and cafes inside but prices are higher so we recommend you take your own food and drink with you!,all-3 amn-3
High ticket price 105.000 vnd for couple of buildings and tennis court.,all-2 amn-2
The secret garden though not much to be seen but can see that it was once quite a beautiful one.,all-3 nat-3
Limited food and drinks available.,all-2 amn-2
She answered all of our many questions and provided insights into the country's history that gave us much food for thought.,all-1 ch-1 ppl-1
You're not getting a map (apart from the tiny one on the ticket) or a leaflet.,all-2 amn-2
This is a great tour filled with a lot of history.,all-1 ch-1 
It is a shame to see so much destroyed by war.,all-2 ch-2
Main parts of this world heritage website are unfortunately falling two portions by damage and that is very unfortunate to experience.,all-3 ch-3
There is also a bus service for those who have walking difficulties for a reasonable price,all-1 amn-1
The areas where buildings used to be are filled with grass fields which could be cut for a better experience.,all-2 ch-2 nat-2 mgt-2
We did a cyclo tour of hue which was great as we were provided with a lot of info we wouldn't otherwise have learnt.,all-1 amn-1
"Due to the humidity if you feel it is to much to walk around the site or you want to see it from a different perspective, there are horse drawn carriages which will take you around the citidel for a small fee. This is a great place within the bustling city",all-3 amn-1 nat-2
"A good afternoon plan would be to visit Changdeokgung, take the Secret Garden tour, and then continue into Changgyeonggung.",all-0
The palace itself is still okay.,all-0
It is a very big landscape.,all-1
Well worth visiting - the buildings were beautiful but it was great as there was a lot of information and history to give the citadel context,all-1 ch-1
Unfortunately not all buildings are still there (bombed during the vietnam war and other reasons).,all-2 ch-2
Korean landscaping is much more natural than other gardens.,all-1 nat-1
"It was very beautiful and interesting, has a great informative video you can watch and not need a tour guide but very dry and hot make sure you take a hat and sunblock!",all-3 amn-1 nat-2
i highly recommend to take tour to the secret garden.,all-1 nat-1
Real shame what recent wars can do to a cultural icon.,all-2 ch-2
"Its expensive in comparison to other attractions in Vietnam, and not worth it.",all-2 amn-2
The setting and the landscape both contribute to the experience.,all-1
"If you only do one palace in Seoul, I recommend this one but if you have time to do more, it is great to be able to compare them.",all-1
"If you can only visit one palace, visit this one, it is a UNESCO world heritage site as most of the other palaces including Gyeongbokgung was recently rebuilt and not original, they offer free tours a couple times a day once you have bought a ticket, it is also worth visiting the secret garden if you have time however this is at extra cost.",all-1 ch-1 amn-1 nat-1
"Unfortunately it rained all day and that detracted from the experience, particularly given we have 2 children.",all-2 nat-2
It made me love Hue more and all experiences here had exceeded my expectations!,all-1
You’d be better off looking at pics on Google or going to some other free places around the area which has cool architecture.,all-1 ch-1
It's a pity that most of the original citadel was destroyed during the war.,all-2 ch-2
Two hours well spent in this lovely UNESCO World Heritage site.,all-1 ch-1
The buildings are crumbling and the colors are fading from the walls.,all-2 ch-2
"We also listened to the free audio guide, and while a little corny with its characters, was much less dry than other audio tours, and gave good information on the areas and history.",all-3 amn-3
Bring a fan and some water on hot days and in most of the temples you can’t have your shoulders or legs above the knee showing so to save some hassle tying shawls around yourself I’d wear trousers/a long dress or bring a scarf if you don’t have these.,all-2 nat-2
Visitors are free to wander and should allow at least half a day to cover the grounds.,all-1
"It was sad to see so many of the palaces had been damaged, or lost, some during the US-Vietnam war.",all-2 ch-2
"We were very excited to visit the Imperial City of Hue, as we love history and architecture, and we had heard many good things about it.",all-1 ch-1
The tombs of the emperors are outside of the citadel and require an extra entrance ticket.,all-0
We regretted going cause it was not worth the trip to Hue.,all-2
Also don’t bother with the virtual reality experience it only last a few mins and was not worth the extra money.,all-2 amn-2
Its too bad someone in such a great place as the Citidale is so dishonest.,all-3 ppl-2
The royal architecture were amazing ( with the explaination from our tour guide).,all-1 amn-1 ch-1 ppl-1
We were ripped off outrageously by these guys and basically we had no redress - they knew we were lacking in small denomination currency (they know the ATMs only deliver 500000 dong notes) and stood over us until we paid out.,all-2 amn-2 ppl-2
beautiful a great place both people and atmosphere.i love this place.love this scenic place.😍🥰😍😍,all-1 ppl-1
"The Imperial Citadel is a beauty in Hue - set next to the perfume river, it dominates the scenery.",all-1 nat-1
The theater inside is really beautiful!,all-1 ch-1
"The whole area is huge with quite a lot of walking involved, there are several large expanses of grass.",all-1 nat-1
This place really suits photographers as you can wander at will and the scenery is classical.,all-1 nat-1
The Hue Museum of Royal Antiquitiies used to be the working space of King Thieu Tri .,all-1 ch-1
"And the admission cost is perfect for me as I'm a shoestring-budget tourist, by choice.",all-1 amn-1
"However, I wouldn't recommend that because it's quite interesting to know about the extra historical facts told by the guide.",all-1 amn-1 ch-1
Not as well maintained as i would have thought!,all-2 mgt-2
"I made a mistake and did not get a guide, I should have, feel like i just walked aimlessly around some old stuff for 2 hours.",all-3 amn-1
"Didn't have time to visit the secret gardens, went too late.",all-0
It was great to see workmen in action and also terrific to see the progress of all the restorations.,all-1 mgt-1
"Had a great day in the imperial city, amazing sights, stunning history and fascinating restoration.",all-1 ch-1 mgt-1 
it is a shame that they are trying to rebuild everything from scratch.,all-3 ch-2 mgt-1
Should have taken food with us.,all-2
Highly recommend getting a ticket to the secret garden absolutely stunning.,all-1 nat-1
Lovely little cafe in one garden for a bit of shelter from the sun.,all-1 amn-1 
This was the single most overrated place I visited in Vietnam.,all-2
"She thinks other areas should have been worked on first and that, even though the tennis court was originally built in the grounds, the Imperial City is now a national treasure and should not have people of today playing there.",all-2 mgt-2
"Absolutely amazing to see how South Korea has preserved their history, while developing modern facilities equal to any in the world.",all-1 mgt-1 ch-1
"While other palaces are larger, I really like the scale and maze-like quality of Changdeokgung.",all-1
This was an amazing site to see.,all-1
Shame some of the information plaques are old and unreadable!,all-2 mgt-2
"I so love koreanovela and this is perfect pic location to show your friends (truthfully for my own satisfaction )you've actually stepped on where the , hallyu star filmed there dramas.",all-1
Go now before they fully restore the main part so you can see how much devastation there truly is.,all-3 mgt-1 ch-2
"Only costs ~$3 to get in, more for access to the secret garden.",all-1 amn-1
"Some of the temple/palace rooms are occupied by food & beverages sellers, which increase the general decay.",all-2 mgt-2 ch-2
the citadel is huge and great with many attractions inside.,all-1
Not a good choice for me.,all-2
So a really lovely half day visiting some special sites in Hue.,all-1
Was criminal that US almost flattened the place during the war but reconstruction ongoing.,all-3 ch-2 mgt-1
nothing much to see besides boring buildings simply architected.,all-2 ch-2
"The visit to the Secret Garden is the icing on the cake, although my visit was marred by the group being too large, with young people in period dress (nice touch),,,but they were too noisy and wanting to take selfies all the time.",all-3 nat-1 ch-1 ppl-2
Extras around the Citadel. The Tu Phuong Vo Su Pavilion used to be a recreational building for the Royal family; it's now a coffee house.,all-1 ch-1
Performances around the citadel were great 👍,all-1 amn-1
"No coherent whole is currently available, and thus I was a bit disappointed with the disjointed or fragmented feel of the place.",all-2 ch-2
Really enjoyed it and would love to have spent more time in better weather.,all-1
"The downside was the lack of places to buy food, so make sure you have a nice meal before if you're also the kind of person that likes to take time to see monuments.",all-2 amn-2
It's an amazing place for people that enjoy both history & architecture.,all-1 ch-1
"It has four elaborates gates – Ngo Mon (noon gate), Hoa Binh (northern gate), Hien Nhon (eastern gate) and Chuong Duc (western gate).",all-0
Bombing in 1968 destroyed many buildings and these are slow being restored.,all-2 mgt-2 ch-2
They have maintained these sites so well without altering the original set-up.,all-1 mgt-1
Direction signs for toilets and exit are very poor.,all-2 mgt-2
Some great views of the temple with the mountain backdrop.,all-1 nat-1
"I would say this is better in some ways, especially in hotter months like July and August.",all-0
It takes you over 90 minutes for the tour and takes you through gardens of the kings.,all-0
"I'd definitely recommend visiting these tombs if you have time, because they're utterly spectacular!",all-1 ch-1
It is sad to see the damages done during the Vietnam war.,all-2 ch-2
You will love to feel the breeze while resting in one of its many shadows or viewing Lethe colorful carps reaching for food.,all-1 nat-1
"We really enjoyed visiting here, so much we spent 4 hours in total.",all-1
We spent 5 hours wandering around the inner citadel and it was beautiful!,all-1
This was such a fun place to visit.,all-1
"Tips: Please exchange your ticket for Secret Garden in advance before time start; otherwise, you may miss the tour if it's got full.",all-0
But: the place is mostly just one big construction site and ancient relicts are not being treated with the respect they deserve.,all-3 ch-2 mgt-1
We went there by bicycle from our hotel at Nguyen Cong Tru hotel.,all-0
Very regrettable image to project.,all-2
A bit disappointed that lots of the areas were being renovated and couldn't see.,all-2 mgt-2
"its nice to be back in spring time,try to rent thier national dress, as you can rent them for 5t won the entrance of the place is 3t won.",all-1 amn-1
There are english speaking tours on offer at this temple which was great.,all-1 amn-1
It was a really impressive area (especially the main entrance) with huge and artistic buildings.,all-1 ch-1
Enjoyed the visit .So pleased we had Hang as our guide.,all-1 amn-1 ppl-1
"I can learn about king place, food , construction .",all-1 ch-1
"It's a very peaceful place, and there's plenty of interesting artwork to see in the shrines, as well as beautiful ponds and gardens.",all-1 ch-1 nat-1
Sellers not as pushy as at some other tourist places.,all-1 ppl-1
The cyclo ride took us along the Perfume river across the bridge to the entrance to the Imperial Citadel and then circumnavigated the impressive walls of the whole site and took us through parts of the Old Town with some really impressive old houses.,all-1 ch-1
"Other than that, a lot was under repair, and you don't get to access the King's residence building, so not much to see.",all-2
Beautiful UNESCO World Heritage site that is being lovingly restored.,all-1 ch-1 mgt-1
"Not crowded at all, and it was pleasant to walk around.",all-1
"I really, really wish that the library was available on the tour, however we could only look up at it.",all-2
"Our tour guide informed us that unlike the Gyeongbokgung, Changdeokgung is more of authentic Korea-style palace.",all-1 ch-1
"Wearing heels is ok for the palace, but I don't know about the secret garden.",all-0
You can take a cyclo tour around the walls or walk inside but its just amazing to see a structure so old still standing.,all-1 amn-1 ch-1
On the way there a man on a cyclo tried to persuade us it was closed for lunch and luckily we didnt believe him.,all-2 ppl-2
The tickets are pricey and the funds do not seem to be going towards the restoration of this place.,all-2 amn-2 mgt-2
However since the bombing of 1975. most of the buildings are reduced to ruins.,all-2 ch-2
I was disappointed that you could not enter any of the buildings however there was information in English almost everywhere.,all-3 mgt-1
We had a lovely day at the Citadel.,all-1
Both guides did a good job explaining the palace and the garden.,all-1 amn-1 ppl-1
It's very disrespectful.,all-2 ppl-2
"after visiting the place, you will leave by the east entrance.",all-0
You can also get the boat to cross the river but you would need to walk to your hotel too.,all-1 amn-1
There is limited access to the interior of many of the buildings but just from the outside you get strong sense of some of the pageantry of Korean tradition and the buildings have been kept immaculately.,all-3 ch-1 mgt-1
Do visit the emperial hall and the museum (across the road- badly signposted!),all-3 mgt-2
The royal garden is breathtaking and you are able to buy fish food and give it to the huge Koi fish.,all-1 nat-1
The highlight of Changdeokgung Palace is the Huwon/Secret Garden.,all-1 nat-1
It’s architecture is splendid and walking around the campus is a charm.,all-1 ch-1
Tourist guides are a must and schedules are organized depending on which language you prefer.,all-1 amn-1
We did a cyclo tour (make sure you arrange a fee before you get in) and it was a great way to see the citadel and the surrounding buildings,all-1 amn-1  
I went to Brown Eyes Bar and had a great night!,all-1 amn-1
Every building has its own ancient days function & read the explanations are recommended.,all-1 ch-1
The palace and its grounds are not just pretty to look at and for photography shoots but knowing its history makes the photos more meaningful.,all-1 ch-1
Would recommend - choose a cool day to visit !,all-1
Very daft if you ask me and not very tourist friendly....,all-2 ppl-2
It is not worthy the visit and the 55000VND entrance fee.,all-2 amn-2
His driver and he picked up my friend and me at the hotel in Da Nang from Hue.,all-0
Shame as it left a bad taste.,all-2
"If you're not much into palaces, like me, visiting one will be okay I think.",all-0
Great dose of culture as we walked around this majestic parklands.,all-1 ch-1
Walking back we discovered a gem of a restaurant serving great coffee & food,all-1 amn-1
It's noisy - pushy and dirty!,all-2 ppl-2 mgt-2
Was such a beautiful place to relax and stroll around .. amazing gardens and was so relaxing.,all-1 nat-1
I was even more impressed by the entertaining 90 minute guided tour of the Secret Garden.,all-1 amn-1
I think it will more beautiful on a sunny day.,all-2 nat-2
It is an amazing place to walk around and take in all the history and beautiful buildings.,all-1 ch-1
"Although the palace was rebuilt after being damaged several times during war, all the efforts to rebuild the palace are commendable.",all-1 mgt-1
"It's vaguely interesting to walk round but it's crazy expensive, you are better off just going round the outskirts for free, there is simply not much to see, typically Vietnamese museums or historical sites are woefully short of relevant or interesting information.",all-3 amn-2 ch-2
"Highly recommend, don’t miss it!",all-1
We took a Cyclo from our hotel and he waited 3 hours while we wandered through the many beautiful buildings and temples all surrounded by a wall and lotus filled moat.,all-1 amn-1 ch-1 nat-1 ppl-1
A shame it is not complete due to the war.,all-2 ch-2
We stopped in one of the cafes for drinks to escape the heat.,all-3 amn-1 nat-2
My expectations were very high and unfortunately our visit to the citadel couldn't fullfil these... far from actually!,all-2
"Also there no signs, but the possibility to buy a few books.",all-3 amn-1 mgt-2
The gardens are so peaceful and well preserved and our English tour guide gave a thorough history and 5-10 minutes at each stop to wander and take our own pictures.,all-1 nat-1 mgt-1 amn-1 ppl-1
Watch out for the scammers and dont pay more than 20000d for water inside the citadel.,all-2 amn-2 ppl-2
"A worthwhile place to visit there is a traditional guard ceremony at the main gate every 2 hours
The palace grounds are nice to walk round and loads of information in English.",all-1 ch-1
At the same time it was sad to see how much was destroyed during the war.,all-2 ch-2
